Date,Open,High,Low,Close,Volume
10/14/02,0.464286,0.535,0.463571,0.534286,5272400
10/15/02,0.542857,0.585714,0.542143,0.55,4125800
10/16/02,0.529286,0.532857,0.442857,0.459286,5800200
10/17/02,0.472143,0.585714,0.471429,0.55,7481600
10/18/02,0.585714,0.735714,0.585714,0.682857,24904600
10/21/02,0.638571,0.664286,0.608571,0.636429,9686600
10/22/02,0.635714,0.643571,0.617857,0.625,4263000
10/23/02,0.625,0.625,0.585714,0.589286,3539200
10/24/02,0.606429,0.606429,0.553571,0.579286,2431800
10/25/02,0.58,0.685,0.567857,0.642857,6447000
10/28/02,0.664286,0.707143,0.65,0.685714,5647600
10/29/02,0.675,0.678571,0.632857,0.657143,2004800
10/30/02,0.663571,0.665714,0.635714,0.641429,1423800
10/31/02,0.636429,0.642857,0.623571,0.640714,1659000
11/1/02,0.628571,0.642857,0.607143,0.638571,2126600
11/4/02,0.642857,0.702857,0.639286,0.671429,3589600
11/5/02,0.672143,0.676429,0.650714,0.651429,1045800
11/6/02,0.664286,0.664286,0.612857,0.629286,7032200
11/7/02,0.632143,0.637857,0.592857,0.592857,2585800
11/8/02,0.605,0.612857,0.553571,0.610714,4922400
11/11/02,0.607143,0.607143,0.585714,0.600714,371000
11/12/02,0.6,0.614286,0.572143,0.577857,2191000
11/13/02,0.579286,0.642857,0.555714,0.641429,3231200
11/14/02,0.642857,0.645,0.618571,0.618571,931000
11/15/02,0.642143,0.653571,0.589286,0.65,2045400
11/18/02,0.648571,0.780714,0.625,0.778571,10061800
11/19/02,0.72,0.720714,0.623571,0.664286,28194600
11/20/02,0.674286,0.727857,0.660714,0.717143,10085600
11/21/02,0.728571,0.785714,0.717857,0.785714,10516800
11/22/02,0.757143,0.8,0.752143,0.786429,4492600
11/25/02,0.792857,0.796429,0.753571,0.792857,4771200
11/26/02,0.771429,0.785714,0.748571,0.749286,1771000
11/27/02,0.761429,0.765714,0.743571,0.751429,1069600
11/29/02,0.75,0.795,0.742857,0.775,932400
12/2/02,0.742857,0.796429,0.724286,0.761429,2009000
12/3/02,0.75,0.789286,0.739286,0.770714,1164800
12/4/02,0.742857,0.75,0.696429,0.71,2468200
12/5/02,0.858571,0.864286,0.77,0.785714,12632200
12/6/02,0.785,0.797857,0.737857,0.782143,3883600
12/9/02,0.795714,0.8,0.763571,0.799286,4068400
12/10/02,0.8,0.872857,0.799286,0.871429,3236800
12/11/02,0.854286,0.928571,0.840714,0.897143,4895800
12/12/02,0.905714,0.914286,0.885714,0.900714,2534000
12/13/02,0.9,0.914286,0.860714,0.892857,1395800
12/16/02,0.898571,0.927857,0.867857,0.913571,2098600
12/17/02,0.914286,0.927143,0.892857,0.906429,1680000
12/18/02,0.896429,0.898571,0.763571,0.785,13378400
12/19/02,0.770714,0.799286,0.758571,0.771429,3781400
12/20/02,0.764286,0.771429,0.728571,0.764286,4384800
12/23/02,0.739286,0.760714,0.727857,0.732143,3311000
12/24/02,0.728571,0.732143,0.699286,0.707143,4895800
12/26/02,0.702143,0.714286,0.684286,0.696429,2122400
12/27/02,0.692857,0.708571,0.685714,0.690714,4592000
12/30/02,0.703571,0.714286,0.685714,0.713571,5198200
12/31/02,0.712857,0.8,0.692857,0.786429,11369400
1/2/03,0.846429,0.9,0.810714,0.817857,8397200
1/3/03,0.85,0.85,0.771429,0.772857,3248000
1/6/03,0.785714,0.8,0.762143,0.792857,3003000
1/7/03,0.771429,0.795714,0.771429,0.783571,1937600
1/8/03,0.771429,0.857143,0.762143,0.815,5356400
1/9/03,0.825,0.845714,0.809286,0.838571,5322800
1/10/03,0.835,0.907143,0.828571,0.886429,5434800
1/13/03,0.857857,0.883571,0.855,0.867143,4408600
1/14/03,0.871429,0.882143,0.836429,0.86,2549400
1/15/03,0.849286,0.882143,0.847857,0.871429,9430400
1/16/03,0.907143,0.956429,0.857143,0.857143,18653600
1/17/03,0.842857,0.85,0.789286,0.817143,5364800
1/21/03,0.826429,0.85,0.792857,0.814286,6081600
1/22/03,0.812857,0.853571,0.805714,0.828571,4173400
1/23/03,0.850714,0.905714,0.835714,0.87,7219800
1/24/03,0.875,0.884286,0.846429,0.880714,6353200
1/27/03,0.864286,0.877143,0.836429,0.877143,3439800
1/28/03,0.859286,0.917857,0.850714,0.896429,4946200
1/29/03,0.9,0.9,0.845,0.881429,2956800
1/30/03,0.892857,0.911429,0.882143,0.902143,3700200
1/31/03,0.905714,0.946429,0.89,0.942857,4019400
2/3/03,0.938571,0.941429,0.892857,0.914286,2836400
2/4/03,0.9,0.910714,0.860714,0.878571,2039800
2/5/03,0.875714,0.885714,0.844286,0.852857,3484600
2/6/03,0.854286,0.857143,0.824286,0.832143,3735200
2/7/03,0.842857,0.875,0.835,0.87,5016200
2/10/03,0.873571,0.912143,0.867857,0.890714,7305200
2/11/03,0.921429,0.935714,0.900714,0.927143,4790800
2/12/03,0.955,0.957143,0.928571,0.948571,5615400
2/13/03,0.950714,0.950714,0.944286,0.944286,6092800
2/14/03,0.952143,1.02,0.947143,1.017143,8435000
2/18/03,1.022143,1.056429,1.002857,1.047143,6267800
2/19/03,1.058571,1.089286,1.048571,1.081429,5118400
2/20/03,1.106429,1.125,1.074286,1.098571,6339200
2/21/03,1.1,1.1,1.032857,1.064286,6255200
2/24/03,1.024286,1.042143,1.000714,1.002857,12339600
2/25/03,0.986429,1.060714,0.965,1.046429,4629800
2/26/03,1.054286,1.06,1.006429,1.039286,3878000
2/27/03,1.058571,1.178571,1.055,1.178571,23119600
2/28/03,1.187857,1.228571,1.164286,1.222143,11879000
3/3/03,1.207857,1.22,1.125,1.14,15797600
3/4/03,1.142143,1.172143,1.11,1.167857,5565000
3/5/03,1.168571,1.168571,1.125714,1.153571,3498600
3/6/03,1.165,1.177857,1.142857,1.164286,3455200
3/7/03,1.141429,1.185714,1.125,1.149286,4853800
3/10/03,1.141429,1.164286,1.122143,1.123571,3424400
3/11/03,1.123571,1.125,1.071429,1.107143,5531400
3/12/03,1.103571,1.107857,1.064286,1.075714,5751200
3/13/03,1.097143,1.183571,1.089286,1.160714,7560000
3/14/03,1.185714,1.210714,1.170714,1.182143,6129200
3/17/03,1.184286,1.292143,1.118571,1.285714,16616600
3/18/03,1.321429,1.37,1.290714,1.339286,21091000
3/19/03,1.363571,1.398571,1.335714,1.374286,16062200
3/20/03,1.389286,1.406429,1.329286,1.345,14603400
3/21/03,1.365,1.400714,1.307857,1.325,8150800
3/24/03,1.305,1.328571,1.267857,1.285714,8996400
3/25/03,1.285714,1.392143,1.282143,1.375,12602800
3/26/03,1.385714,1.481429,1.375,1.471429,18580800
3/27/03,1.464286,1.565,1.442857,1.552143,30632000
3/28/03,1.553571,1.595,1.479286,1.504286,26143600
3/31/03,1.442143,1.507143,1.436429,1.453571,8283800
4/1/03,1.464286,1.47,1.325714,1.354286,17019800
4/2/03,1.428571,1.472143,1.397143,1.417143,22761200
4/3/03,1.442857,1.446429,1.397143,1.428571,8033200
4/4/03,1.44,1.459286,1.388571,1.396429,5884200
4/7/03,1.442857,1.517857,1.411429,1.425,10315200
4/8/03,1.420714,1.471429,1.364286,1.441429,6265000
4/9/03,1.482143,1.485714,1.428571,1.457143,5864600
4/10/03,1.463571,1.511429,1.436429,1.501429,5419400
4/11/03,1.5,1.55,1.475,1.483571,4790800
4/14/03,1.450714,1.478571,1.435714,1.442857,5355000
4/15/03,1.435714,1.45,1.408571,1.439286,6311200
4/16/03,1.448571,1.472857,1.435714,1.469286,4533200
4/17/03,1.475,1.571429,1.469286,1.568571,13462400
4/21/03,1.692857,1.763571,1.614286,1.759286,48573000
4/22/03,1.748571,1.748571,1.602857,1.640714,30570400
4/23/03,1.647143,1.649286,1.432143,1.48,36787800
4/24/03,1.467143,1.627857,1.45,1.572857,35765800
4/25/03,1.570714,1.585714,1.492143,1.510714,14922600
4/28/03,1.5,1.589286,1.5,1.582857,22727600
4/29/03,1.579286,1.642857,1.579286,1.628571,20129200
4/30/03,1.635,1.662857,1.553571,1.628571,11071200
5/1/03,1.619286,1.631429,1.596429,1.607143,14984200
5/2/03,1.603571,1.642857,1.6,1.616429,12334000
5/5/03,1.601429,1.742143,1.601429,1.669286,14449400
5/6/03,1.669286,1.727857,1.635714,1.658571,14964600
5/7/03,1.658571,1.7,1.632143,1.687857,13473600
5/8/03,1.665,1.672143,1.626429,1.634286,10046400
5/9/03,1.635714,1.65,1.592857,1.615714,5926200
5/12/03,1.635,1.710714,1.621429,1.680714,11788000
5/13/03,1.692857,1.803571,1.682143,1.796429,18207000
5/14/03,1.848571,1.852143,1.737143,1.748571,19117000
5/15/03,1.755714,1.784286,1.725,1.747143,10684800
5/16/03,1.751429,1.757143,1.642857,1.699286,12966800
5/19/03,1.664286,1.672857,1.466429,1.485,30472400
5/20/03,1.525,1.567857,1.467857,1.553571,20209000
5/21/03,1.554286,1.556429,1.482857,1.513571,9451400
5/22/03,1.512857,1.631429,1.507143,1.613571,14278600
5/23/03,1.633571,1.657143,1.578571,1.58,8171800
5/27/03,1.575,1.639286,1.571429,1.620714,13883800
5/28/03,1.629286,1.675,1.553571,1.614286,10127600
5/29/03,1.61,1.643571,1.579286,1.628571,7277200
5/30/03,1.630714,1.639286,1.582143,1.607143,10476200
6/2/03,1.607857,1.732143,1.607857,1.664286,17547600
6/3/03,1.663571,1.718571,1.646429,1.704286,8548400
6/4/03,1.722143,1.8,1.715,1.742857,12420800
6/5/03,1.749286,1.817143,1.687857,1.815,13104000
6/6/03,1.838571,1.882143,1.664286,1.686429,19174400
6/9/03,1.687143,1.692143,1.607143,1.642857,12731600
6/10/03,1.572857,1.684286,1.487143,1.621429,62433000
6/11/03,1.58,1.632143,1.564286,1.603571,17973200
6/12/03,1.585,1.606429,1.515714,1.565714,18457600
6/13/03,1.515,1.525,1.289286,1.371429,66024000
6/16/03,1.388571,1.555,1.385714,1.553571,32225200
6/17/03,1.56,1.592857,1.508571,1.515,17542000
6/18/03,1.526429,1.562143,1.508571,1.532857,11001200
6/19/03,1.528571,1.582143,1.528571,1.569286,15425200
6/20/03,1.583571,1.610714,1.515,1.55,13018600
6/23/03,1.54,1.560714,1.516429,1.535714,8699600
6/24/03,1.528571,1.712857,1.528571,1.632143,33681200
6/25/03,1.678571,1.724286,1.610714,1.651429,18978400
6/26/03,1.658571,1.800714,1.651429,1.777143,32257400
6/27/03,1.785,1.849286,1.765714,1.778571,18111800
6/30/03,1.792143,1.874286,1.779286,1.825,26012000
7/1/03,1.828571,1.828571,1.732857,1.767857,12356400
7/2/03,1.854286,1.964286,1.833571,1.94,39071200
7/3/03,1.921429,1.992857,1.914286,1.982143,8202600
7/7/03,1.964286,2.042857,1.878571,1.914286,19467000
7/8/03,1.928571,1.971429,1.910714,1.959286,10750600
7/9/03,1.957143,2.002857,1.921429,1.968571,9632000
7/10/03,1.955,1.995714,1.907143,1.922143,8754200
7/11/03,1.900714,1.946429,1.858571,1.892143,7936600
7/14/03,1.902857,2.039286,1.892143,2.01,11862200
7/15/03,1.905,2.001429,1.868571,1.884286,17588200
7/16/03,1.903571,1.928571,1.75,1.82,13533800
7/17/03,1.802857,1.82,1.755,1.805714,17141600
7/18/03,1.822143,1.824286,1.610714,1.725,36236200
7/21/03,1.725714,1.725714,1.640714,1.680714,10924200
7/22/03,1.680714,1.785,1.677143,1.764286,11524800
7/23/03,1.775714,1.909286,1.775,1.905,21898800
7/24/03,1.921429,1.953571,1.871429,1.885714,10841600
7/25/03,1.863571,1.935714,1.863571,1.93,5534200
7/28/03,1.896429,1.962143,1.893571,1.901429,7495600
7/29/03,1.910714,1.928571,1.875,1.906429,5357800
7/30/03,1.910714,1.912143,1.846429,1.853571,5286400
7/31/03,1.875,1.878571,1.771429,1.871429,8534400
8/1/03,1.851429,1.857143,1.782143,1.782143,6339200
8/4/03,1.782143,1.797143,1.735714,1.782143,3676400
8/5/03,1.792857,1.817857,1.732857,1.736429,3084200
8/6/03,1.742857,1.75,1.633571,1.668571,8113000
8/7/03,1.650714,1.667857,1.614286,1.649286,7893200
8/8/03,1.65,1.696429,1.648571,1.677857,3339000
8/11/03,1.667857,1.780714,1.667143,1.772857,6280400
8/12/03,1.780714,1.785714,1.724286,1.776429,3010000
8/13/03,1.777143,1.802857,1.72,1.73,4537400
8/14/03,1.737143,1.82,1.730714,1.781429,11293800
8/15/03,1.792857,1.802857,1.755,1.785,5117000
8/18/03,1.792857,1.795,1.742143,1.775,6335000
8/19/03,1.792143,1.855714,1.76,1.845714,8705200
8/20/03,1.836429,2.061429,1.836429,1.98,29337000
8/21/03,2.017857,2.122857,2.016429,2.06,19553800
8/22/03,2.069286,2.097857,2.035714,2.057143,8395800
8/25/03,2.036429,2.047143,1.946429,2.005,6892200
8/26/03,1.992857,2.153571,1.957143,2.127857,13178200
8/27/03,2.142857,2.364286,2.137143,2.312143,33322800
8/28/03,2.355714,2.357143,2.189286,2.26,13720000
8/29/03,2.249286,2.412857,2.232143,2.380714,11130000
9/2/03,2.373571,2.477857,2.314286,2.403571,27102600
9/3/03,2.465714,2.531429,2.354286,2.378571,23833600
9/4/03,2.371429,2.414286,2.342857,2.392143,8240400
9/5/03,2.378571,2.521429,2.378571,2.467857,20844600
9/8/03,2.444286,2.535714,2.428571,2.48,16699200
9/9/03,2.475714,2.609286,2.473571,2.536429,10875200
9/10/03,2.521429,2.590714,2.4,2.422143,10642800
9/11/03,2.428571,2.446429,2.290714,2.347857,17785600
9/12/03,2.339286,2.482857,2.321429,2.469286,16142000
9/15/03,2.482143,2.581429,2.460714,2.536429,17876600
9/16/03,2.646429,2.673571,2.546429,2.564286,21684600
9/17/03,2.585714,2.640714,2.530714,2.553571,11204200
9/18/03,2.585714,2.63,2.542857,2.61,12215000
9/19/03,2.607143,2.685714,2.556429,2.642857,9605400
9/22/03,2.604286,2.874286,2.595,2.770714,22540000
9/23/03,2.796429,2.821429,2.726429,2.795,10446800
9/24/03,2.805714,2.809286,2.706429,2.714286,7385000
9/25/03,2.706429,2.746429,2.41,2.486429,20911800
9/26/03,2.435714,2.552143,2.380714,2.392143,12187000
9/29/03,2.322143,2.417857,2.172857,2.391429,40265400
9/30/03,2.413571,2.579286,2.360714,2.397143,20711600
10/1/03,2.385714,2.535,2.385714,2.465,13876800
10/2/03,2.688571,2.971429,2.571429,2.926429,73129000
10/3/03,2.939286,2.958571,2.824286,2.867857,36274000
10/6/03,2.858571,3.045,2.810714,2.954286,18425400
10/7/03,2.957857,3.192857,2.925714,3.146429,21939400
10/8/03,3.198571,3.206429,3.003571,3.071429,22066800
10/9/03,3.074286,3.228571,3.055,3.076429,18671800
10/10/03,3.107143,3.204286,3.092857,3.189286,10221400
10/13/03,3.171429,3.346429,3.164286,3.345,21089600
10/14/03,3.368571,3.460714,3.275,3.372857,24176600
10/15/03,3.385,3.428571,3.174286,3.192857,16424800
10/16/03,3.248571,3.825714,3.237143,3.703571,125825000
10/17/03,3.675,3.791429,3.535714,3.723571,38456600
10/20/03,3.633571,4.017857,3.604286,3.91,60559800
10/21/03,3.946429,4,3.824286,3.892857,35361200
10/22/03,3.792857,3.882143,3.725,3.746429,22733200
10/23/03,3.657857,3.815714,3.578571,3.723571,23143400
10/24/03,3.75,3.817857,3.621429,3.713571,21513800
10/27/03,3.688571,3.844286,3.681429,3.839286,15517600
10/28/03,3.903571,4.034286,3.871429,4.034286,21884800
10/29/03,4.107143,4.235714,4.064286,4.218571,27333600
10/30/03,4.31,4.357143,4.128571,4.165,26913600
10/31/03,4.202857,4.210714,4.037143,4.092857,16017400
11/3/03,4.099286,4.214286,4.085714,4.175,14712600
11/4/03,4.146429,4.325,4.131429,4.257143,15635200
11/5/03,4.232143,4.285,4.139286,4.194286,17277400
11/6/03,3.942857,4.048571,3.573571,3.630714,109594800
11/7/03,3.654286,3.775,3.301429,3.348571,103054000
11/10/03,3.347857,3.426429,3.282143,3.328571,48512800
11/11/03,3.350714,3.425,3.282143,3.359286,26290600
11/12/03,3.357143,3.606429,3.325714,3.588571,34353200
11/13/03,3.627857,3.628571,3.442857,3.464286,23836400
11/14/03,3.456429,3.532857,3.325,3.340714,18921000
11/17/03,3.310714,3.313571,3.155714,3.19,31721200
11/18/03,3.228571,3.4,3.195,3.326429,39229400
11/19/03,3.328571,3.422857,3.257143,3.317143,23123800
11/20/03,3.179286,3.364286,3.157143,3.254286,29468600
11/21/03,3.317857,3.357143,3.23,3.260714,22040200
11/24/03,3.243571,3.357143,3.243571,3.342857,13987400
11/25/03,3.367857,3.492857,3.354286,3.429286,16927400
11/26/03,3.447143,3.525,3.405,3.450714,14039200
11/28/03,3.452143,3.507857,3.428571,3.5,5108600
12/1/03,3.53,3.642857,3.513571,3.621429,18172000
12/2/03,3.603571,3.701429,3.571429,3.635714,15824200
12/3/03,3.675,3.732857,3.539286,3.555,18349800
12/4/03,3.570714,3.617857,3.332857,3.431429,28826000
12/5/03,3.403571,3.462857,3.335,3.390714,12567800
12/8/03,3.375,3.462143,3.256429,3.372143,20157200
12/9/03,3.399286,3.417857,3.236429,3.245714,14681800
12/10/03,3.231429,3.378571,3.171429,3.217857,25684400
12/11/03,3.216429,3.39,3.214286,3.388571,18060000
12/12/03,3.420714,3.422857,3.302143,3.343571,11704000
12/15/03,3.457143,3.482143,3.211429,3.237143,14289800
12/16/03,3.212143,3.242143,3.120714,3.2,19339600
12/17/03,3.179286,3.62,3.075,3.606429,64415400
12/18/03,3.591429,3.7,3.553571,3.655,44256800
12/19/03,3.656429,3.699286,3.596429,3.647857,18169200
12/22/03,3.628571,3.732143,3.610714,3.712143,18925200
12/23/03,3.713571,3.96,3.635714,3.919286,29043000
12/24/03,3.936429,4.176429,3.917857,4.07,27525400
12/26/03,4.064286,4.212857,4.05,4.157143,11887400
12/29/03,4.179286,4.230714,4.147143,4.165,16269400
12/30/03,4.166429,4.166429,4.025714,4.056429,15573600
12/31/03,4.045714,4.091429,3.880714,3.906429,16801400
1/2/04,4.107143,4.127857,3.842143,3.916429,50230600
1/5/04,3.892857,4.061429,3.875,3.992857,25207000
1/6/04,3.946429,4.339286,3.937143,4.257857,52633000
1/7/04,4.307143,4.47,4.249286,4.445714,68432000
1/8/04,4.539286,4.564286,4.291429,4.432857,37178400
1/9/04,4.337143,4.578571,4.315714,4.428571,33030200
1/12/04,4.445714,4.614286,4.366429,4.575,26857600
1/13/04,4.598571,4.68,4.527143,4.665,32963000
1/14/04,4.642857,4.725,4.585714,4.65,23070600
1/15/04,4.637143,4.675714,4.535714,4.627857,16013200
1/16/04,4.639286,4.682857,4.593571,4.682857,24075800
1/20/04,4.698571,4.943571,4.655714,4.839286,40924800
1/21/04,4.858571,4.882143,4.687857,4.7,40915000
1/22/04,5.413571,5.657143,5.23,5.547143,166234600
1/23/04,5.535714,5.625,5.361429,5.535714,54593000
1/26/04,5.464286,5.505714,5.375,5.447143,31306800
1/27/04,5.428571,5.681429,5.350714,5.370714,67012400
1/28/04,5.365714,5.455714,5.053571,5.135714,49611800
1/29/04,5.209286,5.216429,4.906429,5.053571,56393400
1/30/04,5.033571,5.333571,5.013571,5.243571,35644000
2/2/04,5.3,5.382857,5.157143,5.195,32034800
2/3/04,5.184286,5.266429,5.006429,5.135714,33744200
2/4/04,5.089286,5.149286,4.957143,4.975,27357400
2/5/04,4.960714,5.255,4.949286,5.225714,33248600
2/6/04,5.235714,5.485714,5.176429,5.473571,31558800
2/9/04,5.517857,5.639286,5.460714,5.468571,30332400
2/10/04,5.532143,5.532143,5.145,5.2,64220800
2/11/04,5.157143,5.364286,5.002857,5.14,57061200
2/12/04,5.195714,5.41,5.037143,5.328571,39651500
2/13/04,5.37,5.445714,5.064286,5.077143,29848000
2/17/04,5.157143,5.171429,4.93,5.04,21977900
2/18/04,5.068571,5.157143,4.974286,5.034286,14573300
2/19/04,5.097143,5.142857,4.835714,4.878571,17955000
2/20/04,4.832857,5.054286,4.65,5.054286,38625300
2/23/04,4.842857,5.121429,4.828571,5.002857,42249200
2/24/04,4.502857,4.591429,4.322857,4.457143,99174600
2/25/04,4.44,4.501429,4.367143,4.444286,27232800
2/26/04,4.402857,4.874286,4.375714,4.8,51582300
2/27/04,4.857143,4.995714,4.717143,4.914286,34990200
3/1/04,4.907143,5.065714,4.888571,4.964286,24390800
3/2/04,4.964286,5.021429,4.914286,4.922857,15796900
3/3/04,4.92,4.942857,4.715714,4.717143,20910400
3/4/04,4.732857,4.748571,4.644286,4.668571,17023300
3/5/04,4.651429,4.871429,4.618571,4.752857,19357800
3/8/04,4.728571,4.8,4.542857,4.568571,13554100
3/9/04,4.577143,4.592857,4.414286,4.45,17731700
3/10/04,4.434286,4.548571,4.36,4.372857,13733300
3/11/04,4.348571,4.5,4.191429,4.288571,32126500
3/12/04,4.342857,4.405714,4.292857,4.395714,14245700
3/15/04,4.332857,4.381429,4.207143,4.221429,13748000
3/16/04,4.228571,4.312857,4.08,4.15,22697500
3/17/04,4.207143,4.412857,4.187143,4.36,17376800
3/18/04,4.347143,4.475714,4.31,4.414286,10858400
3/19/04,4.442857,4.501429,4.371429,4.39,9954700
3/22/04,4.292857,4.335714,4.171429,4.178571,10943800
3/23/04,4.268571,4.317143,3.952857,4.071429,22542800
3/24/04,4.071429,4.142857,3.957143,4.047143,9060800
3/25/04,4.082857,4.274286,4.057143,4.228571,11066300
3/26/04,4.242857,4.25,4.122857,4.138571,11109000
3/29/04,4.392857,4.774286,4.304286,4.77,44939300
3/30/04,4.75,4.977143,4.685714,4.91,28010500
3/31/04,4.928571,4.992857,4.795714,4.874286,16274300
4/1/04,5.155714,5.172857,4.814286,5.051429,38566500
4/2/04,5.171429,5.244286,5.017143,5.025714,15334900
4/5/04,5.008571,5.205714,4.972857,5.1,11547200
4/6/04,5.072857,5.14,5.007143,5.085714,9832900
4/7/04,5.105714,5.194286,5,5.09,8607200
4/8/04,5.257143,5.448571,5.235714,5.378571,23144100
4/12/04,5.422857,5.517143,5.294286,5.387143,14596400
